Filename,RelFreq NOUN,RelFreq VERB,RelFreq ADJ,RelFreq ADV,Unique PER,Unique LOC,Unique ORG
1104.a3.txt,2160.08,1215.04,472.52,559.31,3,0,0
1105.a3.txt,1780.67,1129.21,618.89,532.03,2,0,1
1106.a3.txt,1928.19,1183.51,625.0,412.23,3,0,1
1109.a3.txt,1923.08,1321.07,719.06,568.56,0,0,0
1112.a3.txt,1738.07,1297.43,648.71,538.56,1,0,0
1121.a3.txt,1935.48,1010.75,731.18,494.62,10,0,2
2000.a3.txt,2174.45,896.81,626.54,294.84,0,0,1
2005.a3.txt,1521.08,1159.64,737.95,692.77,0,1,2
2007.a3.txt,1759.26,1058.2,899.47,502.65,1,1,1
2008.a3.txt,1965.81,968.66,826.21,512.82,0,3,0
2011.a3.txt,2345.36,1082.47,682.99,373.71,1,0,0
2012.a3.txt,1860.47,1035.94,877.38,634.25,0,0,2
2013.a3.txt,2164.95,940.72,850.52,541.24,0,0,0
2014.a3.txt,2070.03,1081.36,669.41,659.11,4,0,0
2015.a3.txt,2123.2,825.69,563.56,589.78,1,0,2
2016.a3.txt,2239.26,930.47,470.35,327.2,10,0,6
2017.a3.txt,1885.44,1085.92,668.26,429.59,1,0,0
2018.a3.txt,2063.68,1332.55,518.87,306.6,1,0,0
2019.a3.txt,1997.58,1319.61,484.26,338.98,4,0,0
2020.a3.txt,2003.08,1078.58,909.09,616.33,0,0,1
2021.a3.txt,1980.2,1163.37,878.71,569.31,3,0,0
2022.a3.txt,1743.38,1115.76,641.56,543.93,0,0,1
2024.a3.txt,1765.35,1250.0,581.14,515.35,0,0,0
2026.a3.txt,1805.56,1180.56,497.69,474.54,0,0,0
2028.a3.txt,1860.47,1053.35,793.43,793.43,2,0,2
2030.a3.txt,2195.45,1311.91,495.31,388.22,1,0,0
2031.a3.txt,1503.84,1207.46,779.36,658.62,1,0,1
2032.a3.txt,2167.66,1065.87,706.59,467.07,0,2,0
2034.a3.txt,1882.06,1191.97,577.16,752.82,2,0,0
2035.a3.txt,2096.13,1094.79,1001.34,627.5,0,0,0
2036.a3.txt,1675.98,1117.32,513.97,614.53,2,0,1
2038.a3.txt,2101.17,1180.29,544.75,440.99,1,0,2
2039.a3.txt,2080.0,1005.71,640.0,400.0,2,0,1
2040.a3.txt,2238.41,1072.85,622.52,211.92,1,0,2
2041.a3.txt,1986.46,1275.4,586.91,428.89,2,0,2
2042.a3.txt,1760.1,1225.55,638.85,612.78,2,0,0
2044.a3.txt,1952.25,1137.64,589.89,435.39,1,1,1
2045.a3.txt,1891.22,1112.48,716.93,457.35,3,0,2
2046.a3.txt,2247.96,1103.54,1076.29,463.22,0,0,0
2047.a3.txt,2042.08,1163.37,878.71,482.67,0,0,0
2048.a3.txt,2083.33,979.17,718.75,322.92,7,0,3
2049.a3.txt,1992.55,1089.39,847.3,484.17,0,0,1
2050.a3.txt,2260.02,1032.81,777.64,364.52,2,0,1
2055.a3.txt,2160.28,1231.13,580.72,336.82,3,0,0
2056.a3.txt,1889.57,1128.83,503.07,674.85,3,0,0
2057.a3.txt,1762.21,1135.88,785.56,477.71,5,0,6
2058.a3.txt,1929.82,1096.49,603.07,614.04,3,0,2
2059.a3.txt,2110.55,1105.53,753.77,376.88,7,0,7
2060.a3.txt,2835.82,746.27,447.76,447.76,0,0,1
2061.a3.txt,2061.16,1200.45,656.85,554.93,7,0,0
2062.a3.txt,1870.88,1330.7,658.76,447.96,0,0,0
2063.a3.txt,2189.35,1331.36,517.75,325.44,0,0,0
2064.a3.txt,2098.45,880.83,634.72,349.74,2,0,2
2065.a3.txt,2031.25,1203.12,453.12,453.12,0,0,5
2066.a3.txt,2315.44,1308.72,620.81,436.24,0,0,0
2067.a3.txt,1880.79,1245.03,622.52,344.37,1,0,0
2069.a3.txt,1848.1,1316.46,594.94,632.91,0,0,0
2071.a3.txt,1891.07,1240.54,544.63,514.37,0,0,1
2074.a3.txt,1964.29,1096.94,752.55,522.96,5,1,5
2075.a3.txt,1682.03,1140.55,760.37,529.95,0,0,0
3001.a3.txt,1995.01,1259.35,623.44,411.47,0,0,0
3003.a3.txt,2257.78,1048.89,915.56,373.33,0,1,0
3013.a3.txt,1554.05,1310.81,675.68,500.0,4,0,0
3015.a3.txt,1946.61,1012.24,1056.73,578.42,0,0,1
3018.a3.txt,1973.09,1322.87,627.8,515.7,0,0,0
3020.a3.txt,1828.3,1096.98,715.42,461.05,1,0,1
3023.a3.txt,1958.38,1211.75,416.16,563.04,2,0,1
3026.a3.txt,1579.6,1305.97,584.58,373.13,3,0,2
3037.a3.txt,2122.33,1061.16,854.83,523.21,8,0,6
3040.a3.txt,1870.67,1247.11,739.03,681.29,5,0,0
3041.a3.txt,1926.95,1272.04,818.64,478.59,1,0,7
3042.a3.txt,1539.51,1362.4,653.95,667.57,1,0,1
3044.a3.txt,1864.21,1001.15,644.42,368.24,2,0,7
3062.a3.txt,2344.36,1011.67,807.39,573.93,3,0,1
3063.a3.txt,2098.48,1078.55,574.44,633.06,1,0,1
3065.a3.txt,1988.3,1192.98,760.23,350.88,1,0,0
3067.a3.txt,1910.11,1235.96,831.46,505.62,5,0,1
3072.a3.txt,2359.88,1111.11,609.64,560.47,3,0,2
4001.a3.txt,1825.98,1041.67,931.37,808.82,2,0,1
4002.a3.txt,2284.69,944.98,633.97,526.32,2,0,3
4003.a3.txt,1966.02,1128.64,849.51,594.66,4,0,0
4004.a3.txt,2007.48,1259.35,586.03,486.28,2,0,0
4005.a3.txt,2308.69,1180.29,648.51,505.84,2,0,0
4006.a3.txt,1930.76,1091.88,985.35,505.99,2,0,0
4007.a3.txt,1934.67,1243.72,690.95,452.26,0,0,5
4009.a3.txt,1666.67,1336.48,566.04,534.59,1,0,0
4010.a3.txt,1515.45,1256.23,737.79,628.12,2,0,0
4011.a3.txt,1863.7,1363.0,653.69,570.24,1,0,0
4012.a3.txt,2002.57,1245.19,654.69,449.29,1,0,0
4013.a3.txt,1585.49,1316.06,715.03,735.75,2,1,0
4014.a3.txt,2101.27,1088.61,835.44,417.72,7,0,0
4015.a3.txt,1839.24,1185.29,504.09,722.07,1,0,0
4017.a3.txt,1802.27,1071.06,885.68,587.02,0,0,1
4020.a3.txt,1915.58,1255.41,800.87,551.95,2,1,5
4023.a3.txt,1898.57,1066.32,741.22,663.2,0,0,0
4024.a3.txt,1683.73,1058.02,841.87,557.45,6,0,7
4026.a3.txt,2656.04,1062.42,889.77,345.29,0,2,0
4027.a3.txt,1953.49,1220.93,569.77,523.26,1,0,1
4028.a3.txt,1403.51,1363.02,593.79,715.25,0,0,0
4029.a3.txt,1801.08,1021.51,698.92,497.31,4,1,0
4030.a3.txt,1725.44,1057.93,579.35,705.29,4,1,3
4032.a3.txt,1576.97,1201.5,725.91,575.72,4,0,1
4036.a3.txt,1786.11,1113.56,672.55,595.37,5,0,2
4037.a3.txt,2037.5,1200.0,775.0,387.5,0,0,3
4038.a3.txt,1977.53,1112.36,775.28,516.85,4,0,0
4039.a3.txt,1708.95,1308.41,667.56,627.5,0,0,0
4041.a3.txt,1752.81,1146.07,651.69,550.56,2,0,0
4042.a3.txt,1945.11,978.52,513.13,453.46,6,1,1
4043.a3.txt,1672.82,1291.51,701.11,873.31,1,0,1
4044.a3.txt,1753.89,1485.15,862.8,650.64,0,0,0
4045.a3.txt,1760.26,1112.31,550.76,485.96,1,0,2
4046.a3.txt,1887.76,1147.96,612.24,573.98,1,0,0
4047.a3.txt,1592.92,1264.22,670.04,783.82,1,0,0
4048.a3.txt,2041.61,1014.3,702.21,637.19,1,1,1
5001.a3.txt,1896.36,970.23,727.67,595.37,3,0,1
5002.a3.txt,1654.59,966.18,712.56,640.1,1,1,1
5003.a3.txt,1686.12,1011.67,946.82,830.09,0,0,1
5005.a3.txt,1907.09,1185.82,635.7,562.35,2,0,0
5007.a3.txt,1891.62,971.37,705.52,449.9,9,0,7
5008.a3.txt,2143.68,1147.16,718.42,544.61,10,0,3
5009.a3.txt,2264.15,974.84,1037.74,581.76,0,0,0
5011.a3.txt,1803.92,1241.83,888.89,653.59,0,0,0
5012.a3.txt,2230.05,1185.45,821.6,387.32,2,0,4
5013.a3.txt,1702.41,1340.48,616.62,670.24,0,0,0
5015.a3.txt,1827.68,1135.77,874.67,548.3,1,0,0
5016.a3.txt,1642.19,1001.34,667.56,640.85,3,0,6
5018.a3.txt,1458.08,1202.92,546.78,498.18,4,1,0
5020.a3.txt,1534.53,1355.5,588.24,601.02,0,0,0
5023.a3.txt,1718.4,1197.34,476.72,742.79,1,0,0
5024.a3.txt,1573.28,1120.69,538.79,484.91,4,0,1
5026.a3.txt,1848.29,1143.16,747.86,491.45,1,0,1
5027.a3.txt,1964.5,994.08,698.22,686.39,0,0,0
5028.a3.txt,1775.59,1171.39,591.86,579.53,0,0,1
5029.a3.txt,1891.55,1286.25,630.52,479.19,6,0,0
5031.a3.txt,1767.02,1178.01,562.83,536.65,7,0,0
5032.a3.txt,1986.84,1407.89,631.58,644.74,3,0,0
5033.a3.txt,1498.08,1152.37,755.44,550.58,1,0,0
5035.a3.txt,2075.27,935.48,946.24,698.92,4,0,3
5036.a3.txt,2207.36,1053.51,551.84,401.34,1,0,0
5038.a3.txt,1842.11,1115.29,977.44,664.16,0,0,0
5039.a3.txt,1963.68,1191.83,817.25,488.08,6,0,3
5041.a3.txt,1957.14,1042.86,671.43,442.86,6,0,0
5042.a3.txt,1916.38,1405.34,824.62,383.28,0,0,0
5043.a3.txt,1914.89,1229.31,780.14,520.09,1,0,2
5046.a3.txt,2226.51,1274.13,604.89,501.93,0,0,1
5047.a3.txt,2237.76,1034.97,853.15,475.52,0,0,0
5048.a3.txt,1990.41,1091.13,695.44,455.64,8,0,0
5049.a3.txt,2065.1,1223.34,684.62,460.16,0,0,1
