Filename,RelFreq NOUN,RelFreq VERB,RelFreq ADJ,RelFreq ADV,Unique PER,Unique LOC,Unique ORG
0102.a4.txt,1564.3,1113.24,566.22,345.49,38,0,16
0103.a4.txt,997.08,1189.5,413.99,297.38,36,0,4
0104.a4.txt,1487.76,1120.53,649.72,386.06,9,0,13
0105.a4.txt,1410.69,1149.03,546.08,728.1,9,0,3
0106.a4.txt,1378.3,1065.49,713.59,410.56,21,0,17
0107.a4.txt,1531.44,1318.46,659.23,436.11,13,0,8
0108.a4.txt,1441.61,1304.74,620.44,392.34,36,0,3
0109.a4.txt,1666.67,1138.89,657.41,388.89,16,0,7
0110.a4.txt,1793.98,1157.41,613.43,335.65,3,0,5
0111.a4.txt,1427.06,1226.22,676.53,391.12,7,0,10
0112.a4.txt,1431.51,1184.35,545.83,391.35,7,0,20
0115.a4.txt,1878.45,850.83,718.23,519.34,16,0,24
0119.a4.txt,1552.46,1359.74,471.09,364.03,6,0,9
0120.a4.txt,1263.9,1375.13,546.01,333.67,9,0,10
0121.a4.txt,1391.01,1085.67,602.21,458.02,46,0,6
0122.a4.txt,1650.14,1041.08,609.07,403.68,10,0,6
0127.a4.txt,1224.97,1142.52,530.04,647.82,24,0,17
0128.a4.txt,1828.4,1103.17,520.94,388.15,3,0,7
0130.a4.txt,1631.34,995.39,479.26,497.7,30,0,11
0134.a4.txt,1311.32,1000.0,773.58,349.06,16,0,0
0135.a4.txt,1670.28,1008.68,715.84,574.84,31,0,4
0136.a4.txt,1349.51,1129.64,629.26,318.42,23,1,4
0137.a4.txt,1777.04,993.38,540.84,397.35,14,0,8
0139.a4.txt,1402.71,837.1,769.23,305.43,36,0,2
0140.a4.txt,1413.16,1046.39,550.16,442.29,16,0,15
0149.a4.txt,1384.06,1174.36,689.04,329.54,31,0,10
0156.a4.txt,1254.48,1278.38,513.74,454.0,9,0,12
0157.a4.txt,1390.94,1074.82,716.54,569.02,21,0,2
0158.a4.txt,1391.47,1094.62,677.18,565.86,23,0,1
0159.a4.txt,1562.81,1068.25,633.04,464.89,10,0,8
0161.a4.txt,1637.25,1088.24,735.29,284.31,8,0,20
0165.a4.txt,1867.63,1015.41,407.98,398.91,7,0,17
0168.a4.txt,1500.0,1025.32,632.91,474.68,53,0,21
0169.a4.txt,1472.19,1275.9,719.74,348.96,9,0,1
0171.a4.txt,1421.52,1016.78,612.04,345.51,35,0,4
0175.a4.txt,1555.32,1075.16,709.81,407.1,45,0,4
0176.a4.txt,1591.13,993.25,588.24,530.38,33,0,3
0177.a4.txt,1092.0,1410.15,739.47,515.91,10,0,10
0178.a4.txt,1736.23,1068.45,709.52,450.75,7,0,9
0179.a4.txt,1750.74,1048.47,909.99,217.61,34,0,2
0185.a4.txt,1623.58,1147.88,703.21,341.26,29,0,2
0186.a4.txt,1525.97,1244.59,541.13,346.32,13,0,11
0187.a4.txt,1382.74,1338.5,530.97,331.86,5,0,18
0188.a4.txt,1679.04,1020.41,612.24,463.82,12,0,2
0190.a4.txt,1329.18,1048.81,477.67,342.68,19,1,21
0192.a4.txt,1775.9,1194.5,443.97,359.41,2,0,10
0193.a4.txt,1462.07,1041.38,455.17,255.17,16,0,20
0194.a4.txt,1678.46,1183.01,576.34,394.34,9,0,11
