Filename,RelFreq NOUN,RelFreq VERB,RelFreq ADJ,RelFreq ADV,Unique PER,Unique LOC,Unique ORG
0103.b2.txt,2075.47,1096.14,566.04,377.36,4,0,3
0134.b2.txt,1720.61,928.45,1192.5,630.32,9,0,2
0139.b2.txt,1540.15,1243.12,902.09,473.05,2,0,11
0140.b2.txt,1969.7,1000.0,595.96,515.15,7,0,2
0165.b2.txt,1912.42,1018.77,759.61,303.84,1,0,0
0200.b2.txt,1761.9,1142.86,1028.57,600.0,4,0,18
0300.b2.txt,1739.13,1322.46,824.28,371.38,2,0,5
0308.b2.txt,1563.79,1012.35,913.58,641.98,6,0,15
0310.b2.txt,2308.48,949.95,510.73,449.44,7,0,2
0313.b2.txt,1511.35,1041.5,877.06,477.68,7,2,7
1003.b2.txt,1800.26,1208.94,801.58,381.08,7,0,3
1006.b2.txt,1810.44,1011.71,638.98,447.28,0,0,3
1006.b2i.txt,1810.44,1011.71,638.98,447.28,0,0,3
1021.b2.txt,1990.99,1036.04,639.64,351.35,17,0,2
1023.b2.txt,1508.57,948.57,708.57,480.0,21,3,15
1057.b2.txt,1783.82,1126.23,710.51,491.31,1,0,3
1097.b2.txt,1762.05,1001.51,685.24,527.11,5,0,5
1100.b2.txt,1506.37,1066.05,741.6,463.5,10,0,4
1104.b2.txt,1863.91,1074.95,552.27,473.37,10,0,1
1104.b2i.txt,1863.91,1074.95,552.27,473.37,10,0,1
1112.b2.txt,1873.02,928.57,587.3,349.21,31,0,4
1508.b2.txt,1447.75,1351.87,604.03,316.4,13,0,2
1520.b2.txt,1744.57,1202.0,617.7,425.71,18,0,3
1528.b2.txt,1699.64,1052.16,827.34,287.77,20,0,0
1532.b2.txt,1476.01,987.08,913.28,507.38,14,4,18
1533.b2.txt,1795.44,1206.77,713.76,301.69,8,0,5
1541.b2.txt,2006.34,876.45,897.57,601.9,11,0,1
2012.b2.txt,1828.07,892.27,761.7,217.63,8,0,2
2019.b2.txt,1638.14,1173.59,806.85,562.35,1,0,1
2028.b2.txt,1894.74,1298.25,807.02,362.57,2,0,0
2028.b2i.txt,1872.83,1283.24,797.69,358.38,2,0,0
2030.b2.txt,1568.86,1377.25,598.8,562.87,0,0,0
2032.b2.txt,1937.87,1065.09,769.23,369.82,2,0,5
2034.b2.txt,1773.7,1055.05,535.17,519.88,4,0,7
2066.b2.txt,2120.82,1169.67,912.6,501.29,3,0,10
2070.b2.txt,1641.94,1186.94,731.95,494.56,9,0,4
2070.b2i.txt,1637.08,1183.43,729.78,493.1,10,0,4
3013.b2.txt,1580.22,1001.21,687.58,398.07,16,0,14
3020.b2.txt,1796.64,1095.76,552.81,256.66,11,0,3
3501.b2.txt,1700.75,904.2,613.56,269.11,8,0,11
3503.b2.txt,2111.87,947.49,764.84,353.88,11,2,10
3504.b2.txt,2061.36,1083.41,671.14,325.98,8,0,3
3505.b2.txt,1869.57,1184.78,750.0,423.91,5,0,1
3506.b2.txt,1808.28,1067.54,588.24,413.94,12,0,1
3507.b2.txt,1676.4,984.15,950.79,366.97,13,0,3
3508.b2.txt,2039.47,1085.53,838.82,345.39,6,0,1
3509.b2.txt,1910.11,1011.24,786.52,510.73,7,0,4
3511.b2.txt,1930.47,1116.19,576.4,402.56,5,0,23
3518.b2.txt,1287.03,1287.03,572.01,316.65,19,1,21
3519.b2.txt,1648.35,1208.79,668.5,384.62,6,0,0
3520.b2.txt,1996.81,1078.27,686.9,351.44,7,0,4
3522.b2.txt,1936.71,1063.29,797.47,544.3,10,0,0
3523.b2.txt,2279.61,1175.42,694.57,329.47,3,0,11
3525.b2.txt,1805.39,1113.72,820.63,410.32,6,0,5
4012.b2.txt,1968.81,1072.12,643.27,467.84,0,0,0
4036.b2.txt,1689.62,982.55,771.35,440.77,19,2,9
4038.b2.txt,1964.1,1341.08,527.98,506.86,9,0,5
