Filename,RelFreq NOUN,RelFreq VERB,RelFreq ADJ,RelFreq ADV,Unique PER,Unique LOC,Unique ORG
1041.a5.txt,1636.68,865.47,719.79,437.02,11,2,6
1043.a5.txt,1473.41,1115.95,627.72,540.54,12,1,0
1048.a5.txt,2151.7,1006.19,673.37,410.22,3,0,6
1050.a5.txt,1609.66,1106.64,764.59,482.9,6,5,1
1055.a5.txt,1799.82,1065.2,1046.83,459.14,5,3,1
1057.a5.txt,1370.31,1207.18,611.75,342.58,9,2,2
1061.a5.txt,1457.29,1072.03,586.26,234.51,24,2,3
1062.a5.txt,1488.33,868.87,772.33,450.52,14,2,6
1064.a5.txt,2182.7,1236.86,606.31,582.05,3,0,2
1065.a5.txt,1816.68,966.14,726.67,388.11,14,12,4
1067.a5.txt,1746.17,1064.74,638.84,340.72,19,11,5
1068.a5.txt,1963.64,1309.09,727.27,509.09,2,3,2
1070.a5.txt,1354.55,1190.91,700.0,327.27,18,4,2
1072.a5.txt,1390.33,1055.76,542.75,460.97,12,4,8
1074.a5.txt,1906.47,1070.14,845.32,530.58,7,1,1
1081.a5.txt,2037.91,1071.09,900.47,417.06,2,0,4
1088.a5.txt,1358.13,1115.92,856.4,320.07,10,0,0
1094.a5.txt,1482.48,1347.71,548.07,251.57,17,2,2
1095.a5.txt,1487.31,1041.12,813.65,419.95,8,11,1
1099.a5.txt,1540.45,1110.15,611.02,335.63,13,2,0
1100.a5.txt,1587.03,1117.75,571.67,324.23,27,3,14
1102.a5.txt,2066.49,1006.29,691.82,314.47,15,3,2
1104.a5.txt,1669.46,989.93,578.86,444.63,22,15,12
1112.a5.txt,1993.96,1087.61,1019.64,521.15,6,0,1
1121.a5.txt,1509.16,1062.27,673.99,505.49,28,9,8
2005.a5.txt,1921.68,1120.22,619.31,336.98,19,4,11
2007.a5.txt,1534.15,873.46,705.49,559.91,8,6,2
2012.a5.txt,2037.74,830.19,716.98,369.81,14,6,4
2014.a5.txt,2200.62,1018.66,832.04,458.79,5,0,3
2015.a5.txt,1845.69,945.54,763.99,332.83,22,4,13
2019.a5.txt,1804.44,1164.44,666.67,364.44,15,5,6
2020.a5.txt,2007.01,911.48,815.07,254.16,31,2,6
2021.a5.txt,1753.4,960.77,944.76,344.28,18,6,8
2026.a5.txt,1791.04,839.55,736.94,438.43,5,7,2
2028.a5.txt,2038.44,912.83,734.39,439.26,17,2,1
2032.a5.txt,1687.76,902.95,987.34,337.55,7,2,3
2034.a5.txt,1714.94,884.15,609.76,373.48,26,8,13
2035.a5.txt,1801.87,889.24,663.03,468.02,15,0,0
2036.a5.txt,1816.77,1125.78,621.12,442.55,25,0,4
2039.a5.txt,1277.43,987.46,736.68,423.2,33,2,4
2040.a5.txt,2001.71,975.19,846.88,333.62,15,0,7
2045.a5.txt,1915.47,1034.17,737.41,323.74,9,2,2
2048.a5.txt,1478.98,765.77,1036.04,322.82,22,1,5
2049.a5.txt,2249.21,1129.88,1098.2,337.91,5,1,0
2050.a5.txt,1669.41,871.71,682.57,460.53,8,5,9
2058.a5.txt,1436.25,937.02,622.12,345.62,26,2,5
2066.a5.txt,2134.72,1148.01,844.4,275.14,6,3,0
2071.a5.txt,2283.91,1061.14,892.48,400.56,2,0,1
2075.a5.txt,1990.16,814.65,623.29,415.53,13,6,4
